drugbank_curie,label,unii,ncit,ncit_label,biolink_type,future_biolink_type,signal
DRUGBANK:DB10576,Vanilla,UNII:Q74T35078H,NCIT:C84613,Vanilla,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10577,English walnut,UNII:1V3SHR7QB7,,,biolink:Food,,botanical-flag
DRUGBANK:DB10578,Watermelon,UNII:231473QB6R,NCIT:C72022,Watermelon,biolink:Food,,ncit-food
DRUGBANK:DB10579,Wheat,UNII:4J2I0SN84Y,NCIT:C74546,Wheat,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10580,Tea leaf,UNII:GH42T47V24,NCIT:C87164,Tea Leaf,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10582,Artemisia annua pollen,UNII:36R82U4DL6,NCIT:C85114,Artemisia annua Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10610,Duck,UNII:28ON068RWM,NCIT:C73850,Duck,biolink:Food,,ncit-food
DRUGBANK:DB10612,Veal,UNII:0X5GW3050M,NCIT:C71937,Veal,biolink:Food,,ncit-food
DRUGBANK:DB10617,Herring,UNII:34EX28T4C1,NCIT:C71926,Herring,biolink:Food,,ncit-food
DRUGBANK:DB10618,Mackerel,UNII:CYO6K3VM7F,NCIT:C71641,Mackerel,biolink:Food,,ncit-food
DRUGBANK:DB10620,Red snapper,UNII:WF621S7K14,NCIT:C71917,Red Snapper,biolink:Food,,ncit-food
DRUGBANK:DB10623,Scallop,UNII:D380C73WOU,NCIT:C71916,Scallop,biolink:Food,,ncit-food
DRUGBANK:DB10625,Swordfish,UNII:01695YPV36,NCIT:C71911,Swordfish,biolink:Food,,ncit-food
DRUGBANK:DB10626,Trout,UNII:7TI7U5PF2U,NCIT:C71910,Trout,biolink:Food,,ncit-food
DRUGBANK:DB10627,White fish,UNII:IA4C8ND0DT,NCIT:C71907,Whitefish,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10628,Blackberry,UNII:8A6OMU3I8L,NCIT:C71601,Blackberry,biolink:Food,,ncit-food
DRUGBANK:DB10629,Blueberry,UNII:253RUG1X1A,NCIT:C71996,Blueberry,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10630,Sour cherry,UNII:1L29G6428X,,,biolink:Food,,botanical-flag
DRUGBANK:DB10631,Cranberry,UNII:0MVO31Q3QS,NCIT:C28943,Cranberry,biolink:Food,,ncit-food
DRUGBANK:DB10632,Date,UNII:H3O7QI5HY7,NCIT:C72063,Date Fruit,biolink:Food,,ncit-food
DRUGBANK:DB10633,Fig,UNII:TGD87RII2U,NCIT:C71971,Fig,biolink:Food,,ncit-food
DRUGBANK:DB10634,Wine grape,UNII:3GOV20705G,,,biolink:Food,,botanical-flag
DRUGBANK:DB10635,Lime (citrus),UNII:8CZS546954,NCIT:C72002,Lime (Citrus),biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10636,Raspberry,UNII:4N14V5R27W,NCIT:C72036,Raspberry,biolink:Food,,ncit-food
DRUGBANK:DB10637,Tangerine,UNII:KH3E3096OO,NCIT:C72017,Tangerine,biolink:Food,,ncit-food
DRUGBANK:DB10638,Artichoke,UNII:4F3W47PLBE,,,biolink:Food,,botanical-flag
DRUGBANK:DB10639,Kidney bean,UNII:M98C8416QO,NCIT:C82900,Kidney Bean,biolink:Food,,ncit-food
DRUGBANK:DB10640,Beet,UNII:N487KM8COK,NCIT:C72003,Beet,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10641,Kiwi fruit,UNII:71ES77LGJC,NCIT:C71981,Kiwi Fruit,biolink:Food,,ncit-food
DRUGBANK:DB10642,Brussels sprout,UNII:KHX46H31F8,NCIT:C71998,Brussels Sprout,biolink:Food,,ncit-food
DRUGBANK:DB10643,Cauliflower,UNII:138LUT2DWV,NCIT:C72055,Cauliflower,biolink:Food,,ncit-food
DRUGBANK:DB10644,Eggplant,UNII:W5K7RAS4VK,NCIT:C71969,Eggplant,biolink:Food,,ncit-food
DRUGBANK:DB10645,Lentil,UNII:6O38V6B52O,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10646,Green olive,UNII:6HD2W46UEG,NCIT:C72034,Green Olive,biolink:Food,,ncit-food
DRUGBANK:DB10647,Parsley,UNII:58FMD0Q0EV,NCIT:C72037,Parsley,biolink:Food,,ncit-food
DRUGBANK:DB10648,Sweet potato,UNII:M9WGG9Z9GK,NCIT:C72015,Sweet Potato,biolink:Food,,ncit-food
DRUGBANK:DB10650,Raphanus sativus,UNII:86R5J6D01D,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10651,Rhubarb,UNII:G280W4MW6E,NCIT:C74269,Rhubarb,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10652,Turnip,UNII:Z38C7FBM49,NCIT:C72020,Turnip,biolink:Food,,ncit-food
DRUGBANK:DB10653,Cashew,UNII:3H5U5CX7KO,NCIT:C72049,Cashew,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10654,Hazelnut,UNII:IW0OM96F6O,NCIT:C72050,Hazelnut,biolink:Food,,ncit-food
DRUGBANK:DB10655,Macadamia nut,UNII:Y5432RGW8N,NCIT:C71640,Macadamia Nut,biolink:Food,,ncit-food
DRUGBANK:DB10656,Nectarine,UNII:65KD9TD4C3,NCIT:C72032,Nectarine,biolink:Food,,ncit-food
DRUGBANK:DB10657,Mango,UNII:I629I3NR86,NCIT:C71637,Mango,biolink:Food,,ncit-food
DRUGBANK:DB10658,Papaya,UNII:KU94FIY6JB,NCIT:C72047,Papaya,biolink:Food,,ncit-food
DRUGBANK:DB10659,Leek,UNII:RCU76P419D,NCIT:C71973,Leek,biolink:Food,,ncit-food
DRUGBANK:DB10660,Okra,UNII:51ME2L7STL,NCIT:C72033,Okra,biolink:Food,,ncit-food
DRUGBANK:DB10661,Parsnip,UNII:L2V28YP49S,,,biolink:Food,,botanical-flag
DRUGBANK:DB10662,Chickpea,UNII:N91637DNW9,NCIT:C71992,Chickpea,biolink:Food,,ncit-food
DRUGBANK:DB10663,Black-eyed pea,UNII:786YV7B602,NCIT:C71995,Black-Eyed Pea,biolink:Food,,ncit-food
DRUGBANK:DB10664,Watercress,UNII:K5877MW0LE,NCIT:C75666,Watercress,biolink:Food,,ncit-food
DRUGBANK:DB10666,Arabica coffee bean,UNII:3SW678MX72,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10667,Tragacanth,UNII:2944357O2O,NCIT:C84223,Tragacanth,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10669,Allspice,UNII:I5GZG55B36,NCIT:C73857,Pimenta officinalis Extract,biolink:Food,,botanical-flag
DRUGBANK:DB10670,Laurus nobilis,UNII:WS0Y3M85RF,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10671,Caraway seed,UNII:W2FH8O2BBE,,,biolink:Food,,botanical-flag
DRUGBANK:DB10672,Clove,UNII:K48IKT5321,NCIT:C73872,Clove,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10673,Dill,UNII:Y05PC4JZRH,,,biolink:Food,,botanical-flag
DRUGBANK:DB10674,Horseradish,UNII:8DS6G120HJ,,,biolink:Food,,botanical-flag
DRUGBANK:DB10676,Nutmeg,UNII:AEE24M3MQ9,NCIT:C73928,Nutmeg,biolink:Food,,botanical-flag
DRUGBANK:DB10677,Oregano,UNII:0E5AT8T16U,,,biolink:Food,,botanical-flag
DRUGBANK:DB10678,Paprika,UNII:X72Z47861V,NCIT:C73909,Paprika,biolink:Food,,botanical-flag
DRUGBANK:DB10679,White pepper,UNII:M29DW54Q9E,NCIT:C73922,White Pepper,biolink:Food,,botanical-flag
DRUGBANK:DB10681,Poppy seed,UNII:60RO23IR87,NCIT:C73910,Poppy Seed,biolink:Food,,ncit-food
DRUGBANK:DB10683,Spearmint,UNII:J7I2T6IV1N,NCIT:C84614,Spearmint,biolink:Food,,botanical-flag
DRUGBANK:DB10685,Wheat bran,UNII:6L966A1IMR,,,biolink:Food,,botanical-flag
DRUGBANK:DB10686,American chestnut,UNII:0XH1TH76XZ,,,biolink:Food,,botanical-flag
DRUGBANK:DB10687,Hops,UNII:01G73H6H83,NCIT:C73896,Hops,biolink:Food,,botanical-flag
DRUGBANK:DB10707,Cotton,UNII:70LDW53ROO,,,biolink:Food,,botanical-flag
DRUGBANK:DB10708,Flax seed,UNII:4110YT348C,NCIT:C26650,Flaxseed,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10710,Tobacco leaf,UNII:6YR2608RSU,NCIT:C891,Tobacco,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10711,Corcorus capsularis fiber,UNII:TVA75O7S63,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10712,Agave sisalana fiber,UNII:MRJ91HVV4H,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10713,Poa compressa pollen,UNII:50HCQ1NYV5,NCIT:C85320,Poa compressa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10714,Phalaris arundinacea pollen,UNII:FAY1Y90VJ9,NCIT:C85294,Phalaris arundinacea Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10715,Bouteloua gracilis pollen,UNII:2XO08315X1,NCIT:C85137,Bouteloua gracilis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10716,Urochloa mutica pollen,UNII:3ZO9YGZ8ZJ,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10717,Secale cereale pollen,UNII:I6KAZ8AO1O,NCIT:C85365,Secale cereale Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10718,Leymus condensatus pollen,UNII:257GC6QO0Q,NCIT:C85279,Leymus condensatus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10719,Pascopyrum smithii pollen,UNII:6AU0ZD8T1O,NCIT:C85292,Pascopyrum smithii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10720,Acacia baileyana pollen,UNII:59WAV8G5X5,NCIT:C85084,Acacia baileyana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10721,Alnus rubra pollen,UNII:Z0F2YK1B7H,NCIT:C85095,Alnus rubra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10722,Alnus rhombifolia pollen,UNII:7X8HL8GRTM,NCIT:C85094,Alnus rhombifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10723,Fraxinus latifolia pollen,UNII:1FH355G8HF,NCIT:C85168,Fraxinus latifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10724,Betula populifolia pollen,UNII:23H70FYJ5U,NCIT:C85136,Betula populifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10725,Tamarix gallica pollen,UNII:43IR7KR479,NCIT:C85373,Tamarix gallica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10727,Juniperus monosperma pollen,UNII:PM6E3FG1QK,NCIT:C85268,Juniperus monosperma Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10728,Juniperus pinchotii pollen,UNII:S8A4X05W7J,NCIT:C85271,Juniperus pinchotii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10729,Juniperus scopulorum pollen,UNII:0G82TT8ZFY,NCIT:C85272,Juniperus scopulorum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10730,Juniperus osteosperma pollen,UNII:15L060HV8H,NCIT:C85270,Juniperus osteosperma Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10731,Juniperus occidentalis pollen,UNII:7JWJ3HXZ9U,NCIT:C85269,Juniperus occidentalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10732,Tilia americana pollen,UNII:E2B4Q4BXJG,NCIT:C85377,Tilia americana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10733,Mangifera indica pollen,UNII:BS3OW0RZ4K,NCIT:C85284,Mangifera indica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10734,Acer macrophyllum pollen,UNII:E4CG5Q55M1,NCIT:C80311,Acer macrophyllum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10735,Acer saccharinum pollen,UNII:95447163DG,NCIT:C80314,Acer saccharinum Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10736,Broussonetia papyrifera pollen,UNII:51I6N3XIML,NCIT:C85140,Broussonetia papyrifera Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10737,Quercus velutina pollen,UNII:294L626TT0,NCIT:C85347,Quercus velutina Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10738,Quercus macrocarpa pollen,UNII:57BTU4547U,NCIT:C85341,Quercus macrocarpa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10739,Quercus kelloggii pollen,UNII:02RVY6X9EC,NCIT:C85339,Quercus kelloggii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10740,Quercus gambelii pollen,UNII:9HC15X34LX,NCIT:C85337,Quercus gambelii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10741,Quercus lobata pollen,UNII:HGH5K3653K,NCIT:C85340,Quercus lobata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10742,Quercus nigra pollen,UNII:6U600U1326,NCIT:C85343,Quercus nigra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10743,Citrus sinensis pollen,UNII:0U790UB32K,NCIT:C85155,Citrus sinensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10744,Pinus taeda pollen,UNII:4O1FFR8ARN,NCIT:C85311,Pinus taeda Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10745,Pinus palustris pollen,UNII:E3A7U1HWIO,NCIT:C85305,Pinus palustris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10746,Pinus ponderosa pollen,UNII:042SUA2DS9,NCIT:C85306,Pinus ponderosa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10747,Pinus elliottii pollen,UNII:QJB9OQO689,NCIT:C85302,Pinus elliottii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10748,Pinus virginiana pollen,UNII:P6818UI2E4,NCIT:C85313,Pinus virginiana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10749,Pinus monticola pollen,UNII:3MDX759C0W,NCIT:C85303,Pinus monticola Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10750,Populus nigra pollen,UNII:0MGE63QPFJ,NCIT:C85329,Populus nigra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10751,Elaeagnus angustifolia pollen,UNII:68P4F4M6VD,NCIT:C85161,Elaeagnus angustifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10752,Salix lasiolepis pollen,UNII:808UWJ59FI,NCIT:C85358,Salix lasiolepis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10753,Salix discolor pollen,UNII:ER172J09FM,NCIT:C85357,Salix discolor Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10754,Populus balsamifera subsp. trichocarpa pollen,UNII:H8QYU50Z2D,NCIT:C85324,Populus trichocarpa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10755,Taraxacum officinale pollen,UNII:WQ3S5294XY,NCIT:C85374,Taraxacum officinale Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10756,Atriplex polycarpa pollen,UNII:JQ87AA60GU,NCIT:C85124,Atriplex polycarpa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10757,Baccharis halimifolia pollen,UNII:BBO1IJ3ZIW,NCIT:C85127,Baccharis halimifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10758,Hymenoclea salsola pollen,UNII:662J7FTA7T,NCIT:C85212,Ambrosia salsola Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10759,Allenrolfea occidentalis pollen,UNII:5W6JAI84OI,NCIT:C85092,Allenrolfea occidentalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10760,Atriplex lentiformis pollen,UNII:86LWA5503I,NCIT:C85123,Atriplex lentiformis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10761,Artemisia douglasiana pollen,UNII:K1301R7883,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10762,Artemisia ludoviciana pollen,UNII:57KIJ4772H,NCIT:C85118,Artemisia ludoviciana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10763,Urtica dioica pollen,UNII:DNB59M1NVU,NCIT:C85387,Urtica dioica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10764,Iva axillaris pollen,UNII:13KFG30UBR,NCIT:C85261,Iva axillaris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10765,Ambrosia deltoidea pollen,UNII:O4AB4546TP,NCIT:C85106,Ambrosia deltoidea Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10766,Sarcobatus vermiculatus pollen,UNII:6532U64A3X,NCIT:C85363,Sarcobatus vermiculatus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10767,Atriplex canescens pollen,UNII:26U0BU8G83,NCIT:C85121,Atriplex canescens Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10768,Artemisia absinthium pollen,UNII:81GS97HVFO,NCIT:C85113,Artemisia absinthium Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10815,Fraxinus pennsylvanica pollen,UNII:2WZG2G15WX,NCIT:C85169,Fraxinus pennsylvanica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10816,Atriplex confertifolia pollen,UNII:GG8WX068MX,NCIT:C85122,Atriplex confertifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10829,Basil,UNII:2U0KZP0FDW,,,biolink:Food,,botanical-flag
DRUGBANK:DB10830,Mung bean,UNII:1LIB31N73G,NCIT:C28261,Mung Bean,biolink:Food,,ncit-food
DRUGBANK:DB10831,Betula papyrifera pollen,UNII:3538FNV8AY,NCIT:C85134,Betula papyrifera Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10832,Betula occidentalis pollen,UNII:R889N2L976,NCIT:C85133,Betula occidentalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10833,Betula alleghaniensis pollen,UNII:3R393IX840,NCIT:C85130,Betula alleghaniensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10836,Bromus secalinus pollen,UNII:Q4T1SJ3046,NCIT:C85139,Bromus secalinus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10837,Beta vulgaris pollen,UNII:W7NU4B5CIY,NCIT:C85129,Beta vulgaris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10838,Chenopodium botrys pollen,UNII:IVU789297D,NCIT:C85154,Chenopodium botrys Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10852,Carob,UNII:5MG5Z946UO,,,biolink:Food,,botanical-flag
DRUGBANK:DB10853,Sweet cherry,UNII:93T4562ZI3,,,biolink:Food,,botanical-flag
DRUGBANK:DB10858,Melilotus albus pollen,UNII:9L67M8B78R,NCIT:C85287,Melilotus albus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10859,Melilotus officinalis pollen,UNII:UVC3Z60VTX,NCIT:C85288,Melilotus officinalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10860,Typha latifolia pollen,UNII:341PDX5PLM,NCIT:C85381,Typha latifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10862,Red currant,UNII:Q5YG47WU3D,,,biolink:Food,,botanical-flag
DRUGBANK:DB10864,Cumin,UNII:AG9BNA51DQ,NCIT:C74527,Cumin,biolink:Food,,ncit-food
DRUGBANK:DB10871,Ambrosia dumosa pollen,UNII:ZIO18VN6HJ,NCIT:C85107,Ambrosia dumosa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10872,Ambrosia confertiflora pollen,UNII:63TBJ590BL,NCIT:C85105,Ambrosia confertiflora Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10875,Concord grape,UNII:T3PW93IB4Q,NCIT:C72007,Concord Grape,biolink:Food,,ncit-food
DRUGBANK:DB10879,Arrhenatherum elatius pollen,UNII:B55BD1QM4Q,NCIT:C85112,Arrhenatherum elatius Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10882,Carya cordiformis pollen,UNII:O99P60FU6G,NCIT:C85144,Carya cordiformis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10883,Carya glabra pollen,UNII:KPO1Z9N98A,NCIT:C85145,Carya glabra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10884,Millet seed,UNII:TJR6B3R47P,NCIT:C73905,Millet Seed,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10885,Mustard greens,UNII:5M338IN22E,NCIT:C72031,Mustard Greens,biolink:Food,,ncit-food
DRUGBANK:DB10886,Quercus muehlenbergii pollen,UNII:434DQ2U4JX,NCIT:C85342,Quercus muehlenbergii Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10887,Quercus palustris pollen,UNII:CU781COT7M,NCIT:C85344,Quercus palustris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10888,Quercus stellata pollen,UNII:W34X0P8636,NCIT:C85346,Quercus stellata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10889,Quercus garryana pollen,UNII:QQ00BED0DV,NCIT:C85338,Quercus garryana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10890,Red bell pepper,UNII:E917XHH50V,NCIT:C72006,Ripe Bell Pepper,biolink:Food,,ncit-food
DRUGBANK:DB10891,Perch,UNII:50Y07N9X03,NCIT:C71924,Perch,biolink:Food,,ncit-food
DRUGBANK:DB10892,Pumpkin,UNII:SYW0QUB89Y,NCIT:C72016,Pumpkin,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10894,Pinus contorta pollen,UNII:FB7IP650ET,NCIT:C85300,Pinus contorta Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10895,Pinus sylvestris pollen,UNII:59070I8M63,NCIT:C85310,Pinus sylvestris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10896,Pinus rigida pollen,UNII:KV6DYF25M4,NCIT:C85308,Pinus rigida Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10897,Capsicum,UNII:00UK7646FG,NCIT:C75665,Capsicum,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10899,Sequoia sempervirens pollen,UNII:NBV527E8B4,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10900,Rumex obtusifolius pollen,UNII:R6H8O3GVL9,NCIT:C85355,Rumex obtusifolius Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10901,Rumex altissimus pollen,UNII:BML0J15H8W,NCIT:C85353,Rumex altissimus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10902,Rumex salicifolius var. mexicanus pollen,UNII:BHS470V9ON,NCIT:C85356,Rumex mexicanus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10905,Safflower,UNII:4VBL71TY4Y,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10906,Sugarcane,UNII:81H2R5AOH3,,,biolink:Food,,botanical-flag
DRUGBANK:DB10907,Sunflower seed,UNII:R9N3379M4Z,NCIT:C71938,Sunflower Seed,biolink:Food,,ncit-food
DRUGBANK:DB10909,Artemisia californica pollen,UNII:1EDY616508,NCIT:C85115,Artemisia californica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10910,Helianthus annuus pollen,UNII:28D6K7E9IP,NCIT:C85206,Helianthus annuus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10911,Carpinus caroliniana pollen,UNII:9UC4BM3IZ0,NCIT:C85142,Carpinus caroliniana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10912,Picea pungens pollen,UNII:R9JBC6687X,NCIT:C85299,Picea pungens Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10913,"Starch, tapioca",UNII:24SC3U704I,NCIT:C80781,"Starch, Tapioca",biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10914,Larix occidentalis pollen,UNII:1L67OBT731,NCIT:C85277,Larix occidentalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
