drugbank_curie,label,unii,unii_preferred_name,ncbitaxon,ncbitaxon_label,unii_ncit,unii_ncit_label,unii_ncit_parents,unii_ncit_semantic_types,has_extract_marker
DRUGBANK:DB12386,Bacillus calmette-guerin substrain danish 1331 live antigen,UNII:4CGF0IDN3W,BACILLUS CALMETTE-GUERIN SUBSTRAIN DANISH 1331 LIVE ANTIGEN,NCBITaxon:33892,Mycobacterium tuberculosis variant bovis BCG,NCIT:C180987,Bacillus Calmette-Guerin Substrain Danish 1331 Live Antigen,NCIT:C77178 (Bacillus Calmette-Guerin Antigen),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance",False
DRUGBANK:DB13147,Pancrelipase lipase,UNII:8MYC33932O,PANCRELIPASE LIPASE,NCBITaxon:9823,Sus scrofa (pig),NCIT:C84040,Pancrelipase Lipase,NCIT:C29726 (Enzyme Replacement or Supplement Agent),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T126=Enzyme",False
DRUGBANK:DB13199,Brinase,UNII:Z3GVO2327F,BRINOLASE,NCBITaxon:5062,Aspergillus oryzae,NCIT:C171785,Brinolase,NCIT:C29726 (Enzyme Replacement or Supplement Agent),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance",False
DRUGBANK:DB13299,Sulglicotide,UNII:26473073GC,SULGLICOTIDE,NCBITaxon:9823,Sus scrofa (pig),NCIT:C152465,Sulglicotide,NCIT:C29701 (Anti-ulcer Agent),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance",False
DRUGBANK:DB13761,Tilactase,UNII:37515NWH9U,LACTASE,NCBITaxon:5062,Aspergillus oryzae,NCIT:C29147,Lactase,NCIT:C1505 (Dietary Supplement),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T126=Enzyme",False
DRUGBANK:DB13881,Tisagenlecleucel,UNII:Q6C9WHR03O,TISAGENLECLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C102758,Tisagenlecleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB13883,Coral snake (micrurus fulvius) immune globulin antivenin (equine),UNII:Y605XBM2GL,CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE),NCBITaxon:9796,Equus caballus (horse),NCIT:C87794,Coral Snake (Micrurus fulvius) Immune Globulin Antivenin (Equine),NCIT:C2701 (Therapeutic Immune Globulin),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB13886,Human cytomegalovirus immune globulin,UNII:129L90A25N,HUMAN CYTOMEGALOVIRUS IMMUNE GLOBULIN,NCBITaxon:9606,Homo sapiens (human),NCIT:C80826,Human Cytomegalovirus Immune Globulin,NCIT:C2701 (Therapeutic Immune Globulin),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB13891,Crotalus scutulatus antivenin,UNII:7WZ1744G86,CROTALUS SCUTULATUS IMMUNE FAB ANTIVENIN (OVINE),NCBITaxon:9940,Ovis aries (sheep),,,,,False
DRUGBANK:DB13892,Crotalus atrox antivenin,UNII:RBR61YAJ4V,CROTALUS ATROX IMMUNE FAB ANTIVENIN (OVINE),NCBITaxon:9940,Ovis aries (sheep),,,,,False
DRUGBANK:DB13893,Crotalus adamanteus antivenin,UNII:A4229A7019,CROTALUS ADAMANTEUS IMMUNE FAB ANTIVENIN (OVINE),NCBITaxon:9940,Ovis aries (sheep),,,,,False
DRUGBANK:DB13894,Agkistrodon piscivorus antivenin,UNII:IA6O0K772M,AGKISTRODON PISCIVORUS IMMUNE FAB ANTIVENIN (OVINE),NCBITaxon:9940,Ovis aries (sheep),,,,,False
DRUGBANK:DB13897,Equine Botulinum Neurotoxin E Immune FAB2,UNII:T95649SUV7,EQUINE BOTULINUM NEUROTOXIN E IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13898,Equine Botulinum Neurotoxin C Immune FAB2,UNII:X5I2P7E9TY,EQUINE BOTULINUM NEUROTOXIN C IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13899,Equine Botulinum Neurotoxin G Immune FAB2,UNII:943578J0XG,EQUINE BOTULINUM NEUROTOXIN G IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13900,Equine Botulinum Neurotoxin A Immune FAB2,UNII:LE3J6I6DXP,EQUINE BOTULINUM NEUROTOXIN A IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13901,Equine Botulinum Neurotoxin F Immune FAB2,UNII:RJN8G983LQ,EQUINE BOTULINUM NEUROTOXIN F IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13902,Equine Botulinum Neurotoxin D Immune FAB2,UNII:30Y9N0SEBE,EQUINE BOTULINUM NEUROTOXIN D IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13903,Equine Botulinum Neurotoxin B Immune FAB2,UNII:VSK09VP4HL,EQUINE BOTULINUM NEUROTOXIN B IMMUNE FAB2,NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13904,Cat dander extract,UNII:ZDN2AC0L08,FELIS CATUS DANDER,NCBITaxon:9685,Felis catus (domestic cat),NCIT:C84494,Felis catus Dander,NCIT:C106128 (Animal-based Natural Product),T031=Body Substance,True
DRUGBANK:DB13905,Scorpion (centruroides) immune Fab2 antivenin (equine),UNII:DDA050FCEA,SCORPION (CENTRUROIDES) IMMUNE FAB2 ANTIVENIN (EQUINE),NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB13915,Axicabtagene ciloleucel,UNII:U2I8T43Y7R,AXICABTAGENE CILOLEUCEL,NCBITaxon:9606,Homo sapiens (human),NCIT:C120309,Axicabtagene Ciloleucel,NCIT:C176018 (Anti-CD19 CAR T Cells Preparation)|NCIT:C200766 (Autologous CAR-T Cells),T025=Cell,False
DRUGBANK:DB14009,Medical Cannabis,UNII:FTS5RM302N,CANNABIS SATIVA SUBSP. INDICA TOP,NCBITaxon:1302822,Cannabis sativa subsp. indica (marijuana),NCIT:C26659,Marijuana,NCIT:C2199 (Adjuvant Analgesic)|NCIT:C67413 (Opioid Receptor Agonist),T109=Organic Chemical|T121=Pharmacologic Substance,True
DRUGBANK:DB14016,Ox bile extract,UNII:ET3651ZLOU,BOS TAURUS BILE,NCBITaxon:9913,Bos taurus (domestic cattle),,,,,True
DRUGBANK:DB14022,Typhoid vaccine,UNII:760T5R8B3O,SALMONELLA ENTERICA ENTERICA SEROVAR TYPHI,NCBITaxon:90370,Salmonella enterica subsp. enterica serovar Typhi,NCIT:C86926,Salmonella Serotype Typhi,NCIT:C86913 (Salmonella enterica subsp enterica),T007=Bacterium,False
DRUGBANK:DB14100,Pork collagen,UNII:I8442U2G7J,PORK COLLAGEN,NCBITaxon:9823,Sus scrofa (pig),,,,,False
DRUGBANK:DB14112,Human vaccinia virus immune globulin,UNII:7UB4J759TD,HUMAN VACCINIA VIRUS IMMUNE GLOBULIN,NCBITaxon:9606,Homo sapiens (human),NCIT:C80973,Human Vaccinia Virus Immune Globulin,NCIT:C2701 (Therapeutic Immune Globulin),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB14113,Black widow spider antivenin (equine),UNII:5VJA14972G,BLACK WIDOW SPIDER (LATRODECTUS MACTANS) IMMUNE GLOBULIN ANTIVENIN (EQUINE),NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB14114,Viper antivenom,UNII:92VV7G83ED,PIT VIPER (CROTALINAE) IMMUNE GLOBULIN ANTIVENIN (EQUINE),NCBITaxon:9796,Equus caballus (horse),,,,,False
DRUGBANK:DB14115,Human botulinum neurotoxin A/B immune globulin,UNII:X641Y30OA7,HUMAN BOTULINUM NEUROTOXIN A/B IMMUNE GLOBULIN,NCBITaxon:9606,Homo sapiens (human),NCIT:C80825,Human Botulinum Neurotoxin A/B Immune Globulin,NCIT:C2701 (Therapeutic Immune Globulin),"T116=Amino Acid, Peptide, or Protein|T121=Pharmacologic Substance|T129=Immunologic Factor",False
DRUGBANK:DB14162,Northern bluefin tuna,UNII:816CLQ4017,NORTHERN BLUEFIN TUNA,NCBITaxon:8237,Thunnus thynnus (Atlantic bluefin tuna),,,,,False
DRUGBANK:DB14165,Culex pipiens,UNII:45KA5D7541,CULEX PIPIENS,NCBITaxon:7175,Culex pipiens (northern house mosquito),,,,,False
DRUGBANK:DB14168,Sarocladium strictum,UNII:3F36V0451W,SAROCLADIUM STRICTUM,NCBITaxon:5046,Sarocladium strictum,NCIT:C87527,Acremonium strictum,NCIT:C118935 (Acremonium),T004=Fungus,True
DRUGBANK:DB14172,Evernia prunastri,UNII:O3034Q5AHK,EVERNIA PRUNASTRI,NCBITaxon:87257,Evernia prunastri,,,,,False
DRUGBANK:DB14181,Lanolin alcohols,UNII:884C3FA9HE,LANOLIN ALCOHOLS,NCBITaxon:9940,Ovis aries (sheep),NCIT:C219203,Lanolin Alcohols,NCIT:C106128 (Animal-based Natural Product),T109=Organic Chemical|T121=Pharmacologic Substance,False
DRUGBANK:DB14222,Bifidobacterium longum infantis,UNII:EF3U3H7I76,BIFIDOBACTERIUM LONGUM INFANTIS,NCBITaxon:1682,Bifidobacterium longum subsp. infantis,,,,,False
DRUGBANK:DB14223,Clostridium botulinum,UNII:0296055VE0,CLOSTRIDIUM BOTULINUM,NCBITaxon:1491,Clostridium botulinum,,,,,False
DRUGBANK:DB14224,Lactobacillus reuteri,UNII:9913I24QEE,LIMOSILACTOBACILLUS REUTERI,NCBITaxon:1598,Limosilactobacillus reuteri,,,,,False
DRUGBANK:DB14225,Enterococcus faecium,UNII:34YYS7G16P,ENTEROCOCCUS FAECIUM,NCBITaxon:1352,Enterococcus faecium,,,,,False
DRUGBANK:DB14226,Lactobacillus helveticus,UNII:Q08Z44662J,LACTOBACILLUS HELVETICUS,NCBITaxon:1587,Lactobacillus helveticus,,,,,False
DRUGBANK:DB14234,Sus scrofa stomach,UNII:T0920P9Z9A,SUS SCROFA STOMACH,NCBITaxon:9823,Sus scrofa (pig),,,,,False
DRUGBANK:DB14243,Sus scrofa placenta,UNII:C8CV8867O8,SUS SCROFA PLACENTA,NCBITaxon:9823,Sus scrofa (pig),,,,,False
DRUGBANK:DB14244,Garden snail mucin,UNII:BPB1U0R467,GARDEN SNAIL MUCIN,NCBITaxon:6535,Cornu aspersum (brown garden snail),,,,,False
DRUGBANK:DB14247,Moschus berezovskii musk sac resin,UNII:Z70MFY52S4,MOSCHUS BEREZOVSKII MUSK SAC RESIN,NCBITaxon:68408,Moschus berezovskii (Chinese forest musk deer),,,,,False
DRUGBANK:DB14248,Bos taurus gallstone,UNII:4162LZ0N4O,BOS TAURUS GALLSTONE,NCBITaxon:9913,Bos taurus (domestic cattle),,,,,False
