drugbank_curie,label,unii,unii_ncit,organism_flags,current_ncit_retype
DRUGBANK:DB15541,Yellowfin tuna,UNII:12ZC3K09X7,,NCBI,
DRUGBANK:DB15542,Atlantic mackerel,UNII:HO615U86UJ,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB15543,Pacific ocean perch,UNII:81369ZC3RW,,NCBI,
DRUGBANK:DB15544,Myristica fragrans fruit,UNII:GOO22BTU71,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15545,Pisum sativum whole,UNII:J21YE3W98E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15546,Skim milk,UNII:6A001Y4M5A,,NCBI,
DRUGBANK:DB15547,Black sea bass,UNII:0YJW8KYT51,,NCBI,
DRUGBANK:DB15548,Channel catfish,UNII:FIX499R7DR,,NCBI,
DRUGBANK:DB15549,Atlantic halibut,UNII:7E34E106BO,,NCBI,
DRUGBANK:DB15572,Exagamglogene autotemcel,UNII:S53L777GM8,NCIT:C169042,NCBI,
DRUGBANK:DB15602,Cashew fruit,UNII:4A10JR4E7E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15603,"Coffea arabica seed, roasted",UNII:9H58JRT35E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15604,Lactuca sativa whole,UNII:C0K52765EZ,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15605,Field mushroom,UNII:19988ORO24,,NCBI,
DRUGBANK:DB15606,White mustard seed,UNII:25VR943RPP,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15607,Hydrolyzed soy protein,UNII:1394NXB9L6,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15608,Theobroma cacao whole,UNII:EB048G1S9J,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15611,Muskmelon,UNII:ZV095H5633,NCIT:C72030,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB15612,American hazelnut,UNII:IUP4S55D8S,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15613,Musa acuminata fruit,UNII:T6ENY6RV6W,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15615,Fennel,UNII:557II4LLC3,NCIT:C71970,NCBI|GRIN,biolink:Food
DRUGBANK:DB15663,Grapefruit oil,UNII:YR377U58W9,,NCBI|PLANTS|GRIN,
DRUGBANK:DB15667,Bacillus amyloliquefaciens,UNII:1M5Y26M37U,,NCBI,
DRUGBANK:DB15680,Neisseria meningitidis group A capsular polysaccharide tetanus toxoid conjugate antigen,UNII:T4GYX3110D,,NCBI,
DRUGBANK:DB15682,Neisseria meningitidis group Y capsular polysaccharide tetanus toxoid conjugate antigen,UNII:4WAN8PQK15,,NCBI,
DRUGBANK:DB15683,Neisseria meningitidis group W-135 capsular polysaccharide tetanus toxoid conjugate antigen,UNII:L77OK410KW,,NCBI,
DRUGBANK:DB15692,COVID-19 convalescent plasma,UNII:YM6LN8TU2V,,NCBI,
DRUGBANK:DB15699,Brexucabtagene autoleucel,UNII:4MD2J2T8SJ,NCIT:C170439,NCBI,
DRUGBANK:DB15721,Natural Killer Cell,UNII:IZR558KO53,NCIT:C178330,NCBI,
DRUGBANK:DB15729,Adipose-Derived Mesenchymal Stem Cells: Autologous or Allogeneic Origins,UNII:3ME9TTI5QB,NCIT:C190749,NCBI,
DRUGBANK:DB15742,MultiStem,UNII:WNR9FH307P,NCIT:C77874,NCBI,
DRUGBANK:DB15744,Allogeneic Cardiosphere-Derived Cells,UNII:ZM7OCV7H6H,NCIT:C220985,NCBI,
DRUGBANK:DB15776,Anise oil,UNII:6Y89129C8H,NCIT:C89792,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15786,Maritime pine extract,UNII:50JZ5Z98QY,NCIT:C128889,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15789,Alpinia officinarum leaf,UNII:8584IDD6OR,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15815,Boldo leaf extract,UNII:Q4EWM09M3O,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15823,Lactobacillus acidophilus,UNII:1PRR1V42V5,NCIT:C79797,NCBI,
DRUGBANK:DB15836,Cedar leaf oil,UNII:BJ169U4NLG,NCIT:C80991,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15838,Orthosiphon aristatus leaf,UNII:DSS8V86H3Y,,NCBI|PLANTS|GRIN,
DRUGBANK:DB15840,Pine tar,UNII:YFH4WC535J,,NCBI,
DRUGBANK:DB15850,IMM-101,UNII:IZT740JY57,NCIT:C173535,NCBI,
DRUGBANK:DB15857,Janssen COVID-19 Vaccine,UNII:JT2NS6183B,NCIT:C176055,NCBI,
DRUGBANK:DB15860,Cassia fistula fruit,UNII:J65X53KM9E,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15866,CK0802,UNII:H7DFT9JF6M,NCIT:C158084,NCBI,
DRUGBANK:DB15869,Platelet Lysate,UNII:A2WX2UCW6F,,NCBI,
DRUGBANK:DB15871,Human Amniotic Fluid,UNII:6SQ06FQ2GH,,NCBI,
DRUGBANK:DB15879,Polygeline,UNII:CEI2QJ2WAR,NCIT:C174655,NCBI,
DRUGBANK:DB15889,Senna leaf,UNII:AK7JF626KX,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15894,Glycyrrhiza uralensis root,UNII:42B5YD8F0K,NCIT:C80296,NCBI|GRIN|MPNS,
DRUGBANK:DB15904,Alnus glutinosa,UNII:24A0VB48CA,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15922,Cajuput oil,UNII:J3TO6BUQ37,NCIT:C74291,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15928,Asafoetida,UNII:W9FZA51AS1,NCIT:C83538,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15966,Influenza virus type B,UNII:1314JZ2X6W,NCIT:C53468,NCBI,
DRUGBANK:DB15986,Cinnamon oil,UNII:A4WO0626T5,NCIT:C65293,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15989,Garlic oil,UNII:4WG8U28833,NCIT:C63652,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB15996,Nutmeg oil,UNII:Z1CLM48948,NCIT:C107336,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16360,Anti-SARS-CoV-2 immunoglobulin,UNII:VF62JD6WN3,,NCBI,
DRUGBANK:DB16361,Descartes-30,UNII:4P8TSC4FR8,,NCBI,
DRUGBANK:DB16499,INM005,UNII:QJ4WJD8DD3,NCIT:C175231,NCBI,
DRUGBANK:DB16536,Birch bark extract,UNII:3R504894L9,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16537,Bacillus clausii,UNII:KQ2N4RPK58,,NCBI,
DRUGBANK:DB16538,Bifidobacterium bifidum,UNII:WN5C16297P,,NCBI,
DRUGBANK:DB16539,Escherichia coli,UNII:514B9K0L10,NCIT:C14206,NCBI,
DRUGBANK:DB16540,Lactobacillus delbrueckii bulgaricus,UNII:HU1W4L947H,,NCBI,
DRUGBANK:DB16541,Lactobacillus casei,UNII:SA940P2U00,,NCBI,
DRUGBANK:DB16543,Lactobacillus gasseri,UNII:Q66E0D2443,,NCBI,
DRUGBANK:DB16544,Lactobacillus salivarius,UNII:7A4S6N2EG2,,NCBI,
DRUGBANK:DB16545,Malpighia emarginata extract,UNII:XDD2WEC9L5,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16546,Medicago sativa top,UNII:SQI2NBY9KR,NCIT:C84406,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16548,Streptococcus thermophilus,UNII:T8F3MOB0CG,,NCBI,
DRUGBANK:DB16549,Bifidobacterium breve,UNII:L07O8T40TE,,NCBI,
DRUGBANK:DB16550,Bifidobacterium animalis lactis,UNII:5307V7XW8I,,NCBI,
DRUGBANK:DB16551,Lactobacillus paracasei,UNII:N1G291SC6Q,,NCBI,
DRUGBANK:DB16556,Spermaceti,UNII:P86KHA8V3K,,NCBI,
DRUGBANK:DB16558,Rosa canina fruit,UNII:3TNW8D08V3,NCIT:C71789,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB16559,Nux vomica extract,UNII:269XH13919,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16562,Sepia esculenta bone,UNII:M6XU683549,,NCBI,
DRUGBANK:DB16566,Gentiana lutea extract,UNII:S72O3284MS,NCIT:C71791,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16570,Wheat germ oil,UNII:14C97E680P,NCIT:C107372,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16575,Mentha arvensis leaf oil,UNII:1AEY1M553N,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16576,Cardamom,UNII:8BC4CUT4JL,NCIT:C74464,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16577,"Japanese encephalitis vaccine (live, attenuated)",UNII:ZZ1CP75F3U,,NCBI,
DRUGBANK:DB16581,Darvadstrocel,UNII:31W7R94KYT,NCIT:C171654,NCBI,
DRUGBANK:DB16582,Lisocabtagene maraleucel,UNII:7K2YOJ14X0,NCIT:C125192,NCBI,
DRUGBANK:DB16583,Pelargonium sidoides root,UNII:H6J53HEX8E,,NCBI|GRIN|MPNS,
DRUGBANK:DB16586,Pygeum africanum bark,UNII:709HYI14M4,,NCBI|GRIN|MPNS,
DRUGBANK:DB16589,Pinus densiflora whole,UNII:U797H98B8Y,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16591,Ascophyllum nodosum,UNII:168S4EO8YJ,,NCBI,
DRUGBANK:DB16592,Frankincense,UNII:R9XLF1R1WM,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16593,Chinese cinnamon,UNII:WS4CQ062KM,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16594,Goldenseal,UNII:ZW3Z11D0JV,NCIT:C71859,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16595,Paeonia lactiflora root,UNII:3Z3866YW6P,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16596,Apple cider vinegar,UNII:0UE22Q87VC,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16597,Artemisia annua leaf,UNII:E4M09UY5BL,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16598,Citrus aurantium fruit,UNII:DQD16J2B5O,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16599,Cerebrolysin,UNII:37KZM6S21G,NCIT:C221892,NCBI,
DRUGBANK:DB16600,Cinnamon leaf oil,UNII:S92U8SQ71V,NCIT:C107290,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16601,Citronella oil,UNII:QYO8Q067D0,NCIT:C71856,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16603,Escherichia coli strain Nissle 1917,UNII:V2I5FAS6Y5,,NCBI,
DRUGBANK:DB16605,Fucus vesiculosus,UNII:535G2ABX9M,NCIT:C72321,NCBI,
DRUGBANK:DB16606,Vitis vinifera seed,UNII:C34U15ICXA,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16610,Thyme oil,UNII:2UK410MY6B,NCIT:C107367,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16611,"Tick-borne encephalitis vaccine (whole virus, inactivated)",UNII:42XD79UQQ6,,NCBI,
DRUGBANK:DB16612,Bee pollen,UNII:3729L8MA2C,NCIT:C87557,NCBI,
DRUGBANK:DB16613,Equine collagen,UNII:3221SCV0LS,,NCBI,
DRUGBANK:DB16615,Krill oil,UNII:V0I3IBX33C,,NCBI,
DRUGBANK:DB16618,Niaouli oil,UNII:D50IC2T8FU,NCIT:C72212,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16632,Chamaecyparis obtusa whole,UNII:80ZNL1G5XY,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16633,Cryptomeria japonica bark,UNII:5VB6Q5926T,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16636,Gastrodia elata whole,UNII:08F85I5YAV,,NCBI|GRIN|MPNS,
DRUGBANK:DB16638,Cnidium monnieri fruit,UNII:V1IA3S3CUS,NCIT:C73874,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB16639,Juniper tar,UNII:1Q84T0P2G3,NCIT:C71827,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB16665,Idecabtagene vicleucel,UNII:8PX1X7UG4D,NCIT:C117729,NCBI,
DRUGBANK:DB16710,Streptococcus pneumoniae type 22F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:U1E9VSB2K2,,NCBI,
DRUGBANK:DB16711,Streptococcus pneumoniae type 33F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:9WP2BC3I04,,NCBI,
DRUGBANK:DB16713,Streptococcus pneumoniae type 8 capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:ADR2S9OIF2,,NCBI,
DRUGBANK:DB16714,Streptococcus pneumoniae type 10A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:N47C1SHV0F,,NCBI,
DRUGBANK:DB16715,Streptococcus pneumoniae type 11A capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:RDA5AKV23D,,NCBI,
DRUGBANK:DB16716,Streptococcus pneumoniae type 12F capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:T6O227OX7Q,,NCBI,
DRUGBANK:DB16717,Streptococcus pneumoniae type 15B capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:H8Q6FRO6DY,,NCBI,
DRUGBANK:DB16736,Allogeneic processed thymus tissue,UNII:XD66YK3YY3,,NCBI,
DRUGBANK:DB16738,Ciltacabtagene autoleucel,UNII:0L1F17908Q,NCIT:C148498,NCBI,
DRUGBANK:DB16746,Elivaldogene autotemcel,UNII:KUM75TD6SG,NCIT:C171808,NCBI,
DRUGBANK:DB16900,Betibeglogene autotemcel,UNII:MEE8487RTP,NCIT:C123881,NCBI,
DRUGBANK:DB16960,Lenzumestrocel,UNII:6YY2MY21JA,NCIT:C175108,NCBI,
DRUGBANK:DB17072,Tabelecleucel,UNII:G3NJ7M8N4H,NCIT:C143140,NCBI,
DRUGBANK:DB17098,Virulizin,UNII:E5SF1Z7U1S,NCIT:C26677,NCBI,
DRUGBANK:DB17107,Lifileucel,UNII:R0835E18NH,NCIT:C120552,NCBI,
DRUGBANK:DB17130,Spanlecortemlocel,UNII:D8O38M043D,NCIT:C111571,NCBI,
DRUGBANK:DB17132,Omidubicel,UNII:ET4JC4S66E,NCIT:C127119,NCBI,
DRUGBANK:DB17185,Azercabtagene zapreleucel,UNII:PFZ3AP93TA,NCIT:C158558,NCBI,
DRUGBANK:DB17230,Vadacabtagene leraleucel,UNII:A4O2H9W17Y,NCIT:C133718,NCBI,
DRUGBANK:DB17231,Orvacabtagene autoleucel,UNII:K8RW1TW3EM,NCIT:C147523,NCBI,
DRUGBANK:DB17233,Letetresgene autoleucel,UNII:B5ME4ZU4BS,NCIT:C121379,NCBI,
DRUGBANK:DB17266,Zevorcabtagene autoleucel,UNII:GMV2GFP3G2,NCIT:C165507,NCBI,
DRUGBANK:DB17296,Gebasaxturev,UNII:4B57CWT710,NCIT:C61493,NCBI,
DRUGBANK:DB17324,Listeria monocytogenes,UNII:3O44K14A86,,NCBI,
DRUGBANK:DB17329,Eltrapuldencel-T,UNII:M2LBQ7RN2X,NCIT:C120183,NCBI,
DRUGBANK:DB17362,Obecabtagene autoleucel,UNII:760HJB0YRD,NCIT:C172746,NCBI,
DRUGBANK:DB17367,Gavocabtagene autoleucel,UNII:NP6CFH3G8H,NCIT:C160780,NCBI,
DRUGBANK:DB17402,Belagenpumatucel-L (SK-LU-1),UNII:15D3M1SIYH,,NCBI,
DRUGBANK:DB17412,Gemogenovatucel-T,UNII:27RU78H2H9,NCIT:C90552,NCBI,
DRUGBANK:DB17464,ETBX-011,UNII:RP9RQ0SOM8,NCIT:C91373,NCBI,
DRUGBANK:DB17528,ETBX-021,UNII:S4MK9TOL0D,NCIT:C150517,NCBI,
DRUGBANK:DB17529,ETBX-051,UNII:BPG11IF0HW,NCIT:C143034,NCBI,
DRUGBANK:DB17530,ETBX-061,UNII:17K7SN702N,NCIT:C143035,NCBI,
DRUGBANK:DB17538,Atidarsagene autotemcel,UNII:EPP8G99QG4,NCIT:C180638,NCBI,
DRUGBANK:DB17588,Rocapuldencel-T,UNII:8I9S6401XZ,NCIT:C77907,NCBI,
DRUGBANK:DB17595,RP-L201,UNII:RD86XHH46N,NCIT:C180650,NCBI,
DRUGBANK:DB17606,Rexlemestrocel-L,UNII:4LS0IJZ59V,NCIT:C171655,NCBI,
DRUGBANK:DB17676,Oxabact,UNII:330ZY4KI6F,,NCBI,
DRUGBANK:DB17721,Astragalus mongholicus root polysaccharides,UNII:71WW2LNL50,NCIT:C103822,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB17743,Fecal microbiota,UNII:Q805XO2F7C,,NCBI,
DRUGBANK:DB17753,Bos taurus colostrum immunoglobulins,UNII:EP5SDKM7A0,,NCBI,
DRUGBANK:DB17755,Staphylococcus aureus immune globulin (human),UNII:SX5Y4A7UBI,,NCBI,
DRUGBANK:DB17765,Respigam,UNII:78I1W13C3D,,NCBI,
DRUGBANK:DB17813,Hepatitis C immune globulin (human),UNII:U5V5MUD1KD,NCIT:C105618,NCBI,
DRUGBANK:DB17878,Dabocemagene autoficel,UNII:0S9A4XK1WT,NCIT:C180642,NCBI,
DRUGBANK:DB17879,Bacteroides thetaiotaomicron,UNII:H9HCE7993P,,NCBI,
DRUGBANK:DB17895,Prademagene zamikeracel,UNII:4UU2O40RHU,NCIT:C175196,NCBI,
DRUGBANK:DB17914,Sorghum,UNII:CUL9PN8ELJ,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB17925,Autologous adipose derived mesenchymal stromal cells,UNII:KA0IJR9DZ7,,NCBI,
DRUGBANK:DB17926,Autologous cord blood,UNII:VDX0F5H4FP,,NCBI,
DRUGBANK:DB17955,Palucorcel,UNII:3T0UGR2M5Q,,NCBI,
DRUGBANK:DB17990,PLX-PAD,UNII:DPX6XLD4X1,NCIT:C169942,NCBI,
DRUGBANK:DB18032,Allogenic bone marrow-derived mesenchymal stem cells,UNII:OEN4982XNW,,NCBI,
DRUGBANK:DB18147,Firolimogene autotemcel,UNII:XH2XT2GQS6,NCIT:C184824,NCBI,
DRUGBANK:DB18202,Ilixadencel,UNII:PY29292DVJ,NCIT:C99902,NCBI,
DRUGBANK:DB18311,Taniraleucel,UNII:XO25H8E4QP,NCIT:C173877,NCBI,
DRUGBANK:DB18386,AV-0113,UNII:H2CDQ1PWN7,NCIT:C123928,NCBI,
DRUGBANK:DB18449,Mycobacterium vaccae,UNII:I639ME27W5,,NCBI,
DRUGBANK:DB18530,Bifidobacterium spp.,UNII:IO1WP3918D,,NCBI,
DRUGBANK:DB18532,Lactobacillus brevis,UNII:268IL53Q7O,,NCBI,
DRUGBANK:DB18592,Afamitresgene autoleucel,UNII:CUY18BJ7BP,NCIT:C175738,NCBI,
DRUGBANK:DB18598,INH-A21,UNII:9LKK68BOP0,,NCBI,
DRUGBANK:DB18639,MT-401,UNII:L4D9X59F34,NCIT:C175351,NCBI,
DRUGBANK:DB18640,ALLO-715,UNII:Q137JC2CLV,NCIT:C165779,NCBI,
DRUGBANK:DB18659,Avoplacel,UNII:79NT7I8J0C,NCIT:C171652,NCBI,
DRUGBANK:DB18680,Lovotibeglogene autotemcel,UNII:2C6A9NH2Z8,NCIT:C176855,NCBI,
DRUGBANK:DB18685,Whey,UNII:8617Z5FMF6,NCIT:C71947,NCBI,biolink:Food
DRUGBANK:DB18691,Rovaleucel,UNII:TL8FKX4ISW,NCIT:C174916,NCBI,
DRUGBANK:DB18722,Dilanubicel,UNII:FR89SC8CT4,NCIT:C146992,NCBI,
DRUGBANK:DB18764,Zamtocabtagene autoleucel,UNII:NT3BAN5MDV,NCIT:C180596,NCBI,
DRUGBANK:DB18906,MG-4101,UNII:WX2ZW10GHO,NCIT:C94209,NCBI,
DRUGBANK:DB18979,Relmacabtagene autoleucel,UNII:K5CXA4X5U8,NCIT:C155878,NCBI,
DRUGBANK:DB19059,Iltamiocel,UNII:QTA2A5N6BE,NCIT:C177094,NCBI,
DRUGBANK:DB19089,Propionibacterium acnes,UNII:TRZ1AA965O,NCIT:C14378,NCBI,
DRUGBANK:DB19093,Lactobacillus crispatus strain CTV-05,UNII:RP8X0ZB061,,NCBI,
DRUGBANK:DB19103,Simoladagene autotemcel,UNII:MOD3RG31RS,NCIT:C171810,NCBI,
DRUGBANK:DB19107,Rivogenlecleucel,UNII:E6349B696W,NCIT:C105395,NCBI,
DRUGBANK:DB19117,Lapuleucel-t,UNII:J5Z87L8ROA,NCIT:C2057,NCBI,
DRUGBANK:DB19145,Baltaleucel-T,UNII:F9670LP52I,NCIT:C129374,NCBI,
DRUGBANK:DB19154,Mocemestrocel,UNII:8HM51ZKE1F,NCIT:C175146,NCBI,
DRUGBANK:DB19155,Nalotimagene carmaleucel,UNII:2SS05WO6EV,NCIT:C175827,NCBI,
DRUGBANK:DB19188,Cenplacel-L,UNII:OOH12XV6XR,NCIT:C171653,NCBI,
DRUGBANK:DB19219,Autologous ex vivo expanded cd4+-enriched leukocytes treated with the de-methylating agent 5-aza-deoxycytidine,UNII:B2NUS89036,NCIT:C112495,NCBI,
DRUGBANK:DB19245,Bacillus cereus,UNII:7YC151N82L,NCIT:C86161,NCBI,
DRUGBANK:DB19246,Bacillus coagulans,UNII:ISK1LOY57E,NCIT:C86939,NCBI,
DRUGBANK:DB19247,Bacillus licheniformis,UNII:WAN07H3BQL,,NCBI,
DRUGBANK:DB19248,Bifidobacterium longum,UNII:831AQW699W,,NCBI,
DRUGBANK:DB19249,Bos taurus colostrum,UNII:S256WJ3OFQ,,NCBI,
DRUGBANK:DB19252,Ecklonia cava,UNII:UXX2N5V39P,,NCBI,
DRUGBANK:DB19262,Grifola frondosa whole,UNII:A1U5YJI0Z8,,NCBI,
DRUGBANK:DB19268,Romyelocel-L,UNII:BEX65U1K6I,NCIT:C82381,NCBI,
DRUGBANK:DB19272,Taiwanofungus camphoratus fruiting body,UNII:3796H63LII,NCIT:C129711,NCBI,
DRUGBANK:DB19274,Streptococcus salivarius,UNII:NN52U3ZACZ,NCIT:C86804,NCBI,
DRUGBANK:DB19275,Stapuldencel,UNII:RB8MSD888P,NCIT:C115106,NCBI,
DRUGBANK:DB19282,Lacticaseibacillus rhamnosus,UNII:9601IVB87J,,NCBI,
DRUGBANK:DB19284,Pseudomonas aeruginosa,UNII:Y793W5V55N,NCIT:C86696,NCBI,
DRUGBANK:DB19286,Human colostrum,UNII:VB6F65I6F5,NCIT:C32348,NCBI,
DRUGBANK:DB19288,Ophiocordyceps sinensis,UNII:8Q1GYP08KU,,NCBI,
DRUGBANK:DB19289,Xanthium sibiricum fruit,UNII:3H333L84C2,,NCBI,
DRUGBANK:DB19294,Japanese Encephalitis Virus Vaccine Inactivated,UNII:2V2JJ0S00T,NCIT:C75797,NCBI,
DRUGBANK:DB19295,Platelet Rich Plasma,UNII:ZW1U5HYZ1A,NCIT:C177738,NCBI,
DRUGBANK:DB19297,Human placenta hydrolysate,UNII:24L835P10X,NCIT:C90806,NCBI,
DRUGBANK:DB19342,Streptococcus pneumoniae type 9N capsular polysaccharide diphtheria CRM197 protein conjugate antigen,UNII:XI7GQF2NHD,,NCBI,
