pipeline	subject	subject_label	predicate	object	object_label	asserted_by	status
disease	DOID:0111079	birdshot chorioretinopathy	xref	GARD:5926	Birdshot chorioretinopathy	DOID	from_other_source
disease	DOID:0111135	congenital generalized lipodystrophy type 1	xref	GARD:84	Congenital generalized lipodystrophy type 1	DOID	from_other_source
disease	DOID:0111136	congenital generalized lipodystrophy type 2	xref	GARD:10212	Congenital generalized lipodystrophy type 2	DOID	from_other_source
disease	DOID:0111138	congenital generalized lipodystrophy type 4	xref	GARD:10937	Congenital generalized lipodystrophy type 4	DOID	from_other_source
disease	DOID:0111139	mitochondrial complex III deficiency	xref	GARD:8295	Mitochondrial complex III deficiency	DOID	from_other_source
disease	DOID:0111142	oligomeganephronia	xref	GARD:4066	Oligomeganephronia	DOID	from_other_source
disease	DOID:0111146	acquired von Willebrand syndrome	xref	GARD:5573	Acquired von willebrand syndrome	DOID	from_other_source
disease	DOID:0111147	angioimmunoblastic T-cell lymphoma	xref	GARD:11973	Angioimmunoblastic T-cell lymphoma	DOID	from_other_source
disease	DOID:0111153	congenital mirror movement disorder	xref	GARD:12551	Bimanual synkinesia	DOID	from_other_source
disease	DOID:0111157	Castleman disease	xref	GARD:12656	Castleman disease	DOID	from_other_source
disease	DOID:0111158	SADDAN	xref	GARD:9443	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	DOID	from_other_source
disease	DOID:0111165	molybdenum cofactor deficiency	xref	GARD:3705	Combined molybdoflavoprotein enzyme deficiency	DOID	from_other_source
disease	DOID:0111167	Dyggve-Melchior-Clausen disease	xref	GARD:6295	Dyggve-Melchior-Clausen syndrome	DOID	from_other_source
disease	DOID:0111168	sepiapterin reductase deficiency	xref	GARD:10365	Dopa-responsive dystonia due to sepiapterin reductase deficiency	DOID	from_other_source
disease	DOID:0111180	French Canadian Leigh disease	xref	GARD:8370	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	DOID	from_other_source
disease	DOID:0111181	familial hemiplegic migraine 1	xref	GARD:2638	Migraine, familial hemiplegic, 1	DOID	from_other_source
disease	DOID:0111182	familial hemiplegic migraine 2	xref	GARD:10095	Migraine, familial hemiplegic, 2	DOID	from_other_source
disease	DOID:0111183	familial hemiplegic migraine 3	xref	GARD:10974	Migraine, familial hemiplegic, 3	DOID	from_other_source
disease	DOID:0111188	myofibrillar myopathy 9	xref	GARD:12591	Myopathy, myofibrillar, 9, with early respiratory failure	DOID	from_other_source
disease	DOID:0111216	autosomal recessive centronuclear myopathy	xref	GARD:12718	Autosomal recessive centronuclear myopathy	DOID	from_other_source
disease	DOID:0111217	autosomal dominant centronuclear myopathy	xref	GARD:12719	Autosomal dominant centronuclear myopathy	DOID	from_other_source
disease	DOID:0111225	centronuclear myopathy X-linked	xref	GARD:11925	Severe X-linked myotubular myopathy	DOID	from_other_source
disease	DOID:0111243	acromicric dysplasia	xref	GARD:7	Acromicric dysplasia	DOID	from_other_source
disease	DOID:0111244	palmoplantar keratoderma and congenital alopecia 1	xref	GARD:604	Autosomal dominant palmoplantar keratoderma and congenital alopecia	DOID	from_other_source
disease	DOID:0111246	amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	xref	GARD:9239	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	DOID	from_other_source
disease	DOID:0111247	hypertension and brachydactyly syndrome	xref	GARD:967	Brachydactyly-arterial hypertension syndrome	DOID	from_other_source
disease	DOID:0111248	cerebrocostomandibular syndrome	xref	GARD:6026	Cerebro-costo-mandibular syndrome	DOID	from_other_source
disease	DOID:0111249	uveal coloboma-cleft lip and palate-intellectual disability	xref	GARD:1440	Uveal coloboma-cleft lip and palate-intellectual disability	DOID	from_other_source
disease	DOID:0111252	vestibular schwannomatosis	xref	GARD:7193	Neurofibromatosis, type 2	DOID	from_other_source
disease	DOID:0111254	glutaric acidemia I	xref	GARD:6522	Glutaric aciduria, type 1	DOID	from_other_source
disease	DOID:0111255	McKusick-Kaufman syndrome	xref	GARD:3427	McKusick-Kaufman syndrome	DOID	from_other_source
disease	DOID:0111256	hyperferritinemia-cataract syndrome	xref	GARD:2806	Hereditary hyperferritinemia with congenital cataracts	DOID	from_other_source
disease	DOID:0111257	gamma-glutamyl transpeptidase deficiency	xref	GARD:10099	Gamma-Glutamyltransferase deficiency	DOID	from_other_source
disease	DOID:0111258	pentosuria	xref	GARD:418	Essential pentosuria	DOID	from_other_source
disease	DOID:0111259	postaxial acrofacial dysostosis	xref	GARD:8410	Miller syndrome	DOID	from_other_source
disease	DOID:0111261	fumarase deficiency	xref	GARD:6476	Fumarase deficiency	DOID	from_other_source
disease	DOID:0111262	infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	xref	GARD:10995	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	DOID	from_other_source
disease	DOID:0111263	combined malonic and methylmalonic acidemia	xref	GARD:10818	Combined malonic and methylmalonic acidemia	DOID	from_other_source
disease	DOID:0111265	Boucher-Neuhauser syndrome	xref	GARD:944	Ataxia-hypogonadism-choroidal dystrophy syndrome	DOID	from_other_source
disease	DOID:0111266	geroderma osteodysplasticum	xref	GARD:413	Geroderma osteodysplastica	DOID	from_other_source
disease	DOID:0111267	hyaline body myopathy	xref	GARD:7148	Hyaline body myopathy	DOID	from_other_source
disease	DOID:0111270	isolated sulfite oxidase deficiency	xref	GARD:5062	Sulfite oxidase deficiency	DOID	from_other_source
disease	DOID:0111271	Oliver-McFarlane syndrome	xref	GARD:5266	Trichomegaly-retina pigmentary degeneration-dwarfism syndrome	DOID	from_other_source
disease	DOID:0111272	occipital horn syndrome	xref	GARD:4017	Cutis laxa, X-linked	DOID	from_other_source
disease	DOID:0111273	NARP syndrome	xref	GARD:262	NARP syndrome	DOID	from_other_source
disease	DOID:0111274	CODAS syndrome	xref	GARD:1418	CODAS syndrome	DOID	from_other_source
disease	DOID:0111275	speech-language disorder-1	xref	GARD:12889	Childhood apraxia of speech	DOID	from_other_source
disease	DOID:0111277	mitochondrial trifunctional protein deficiency	xref	GARD:3684	Mitochondrial trifunctional protein deficiency	DOID	from_other_source
disease	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	xref	GARD:7588	Sinus histiocytosis with massive lymphadenopathy	DOID	from_other_source
disease	DOID:0111329	pyridoxamine 5'-phosphate oxidase deficiency	xref	GARD:10730	Pyridoxal phosphate-responsive seizures	DOID	from_other_source
disease	DOID:0111331	intellectual disability-severe speech delay-mild dysmorphism syndrome	xref	GARD:12501	Intellectual disability-severe speech delay-mild dysmorphism syndrome	DOID	from_other_source
disease	DOID:0111333	congenital myopathy 10A	xref	GARD:12199	MEGF10-related myopathy	DOID	from_other_source
disease	DOID:0111335	myopathy with extrapyramidal signs	xref	GARD:12978	Proximal myopathy with extrapyramidal signs	DOID	from_other_source
disease	DOID:0111336	craniofacial-deafness-hand syndrome	xref	GARD:1571	Craniofacial-deafness-hand syndrome	DOID	from_other_source
disease	DOID:0111337	Jackson-Weiss syndrome	xref	GARD:6796	Jackson-Weiss syndrome	DOID	from_other_source
disease	DOID:0111340	dominant optic atrophy plus syndrome	xref	GARD:5243	Autosomal dominant optic atrophy plus syndrome	DOID	from_other_source
disease	DOID:0111342	dermatopathia pigmentosa reticularis	xref	GARD:8550	Dermatopathia pigmentosa reticularis	DOID	from_other_source
disease	DOID:0111343	lateral meningocele syndrome	xref	GARD:9873	Lateral meningocele syndrome	DOID	from_other_source
disease	DOID:0111345	transient bullous dermolysis of the newborn	xref	GARD:10010	Transient bullous dermolysis of the newborn	DOID	from_other_source
disease	DOID:0111346	epidermolysis bullosa simplex 2F with mottled pigmentation	xref	GARD:9737	Epidermolysis bullosa simplex with mottled pigmentation	DOID	from_other_source
disease	DOID:0111350	Laurin-Sandrow syndrome	xref	GARD:155	Laurin-Sandrow syndrome	DOID	from_other_source
disease	DOID:0111357	adermatoglyphia	xref	GARD:12550	Adermatoglyphia	DOID	from_other_source
disease	DOID:0111358	Floating-Harbor syndrome	xref	GARD:6455	Floating-Harbor syndrome	DOID	from_other_source
disease	DOID:0111359	large congenital melanocytic nevus	xref	GARD:2469	Large congenital melanocytic nevus	DOID	from_other_source
disease	DOID:0111362	hawkinsinuria	xref	GARD:5668	Hawkinsinuria	DOID	from_other_source
disease	DOID:0111363	Heinz body anemia	xref	GARD:10718	Heinz body anemia	DOID	from_other_source
disease	DOID:0111367	Beukes hip dysplasia	xref	GARD:2690	Hip dysplasia, Beukes type	DOID	from_other_source
disease	DOID:0111375	fetal akinesia deformation sequence syndrome	xref	GARD:9634	Fetal akinesia deformation sequence	DOID	from_other_source
disease	DOID:0111380	solitary median maxillary central incisor	xref	GARD:4877	Solitary median maxillary central incisor syndrome	DOID	from_other_source
disease	DOID:0111381	IVIC syndrome	xref	GARD:269	Oculootoradial syndrome	DOID	from_other_source
disease	DOID:0111382	ischiocoxopodopatellar syndrome	xref	GARD:3030	Coxopodopatellar syndrome	DOID	from_other_source
disease	DOID:0111383	autosomal dominant keratitis	xref	GARD:3089	Autosomal dominant keratitis	DOID	from_other_source
disease	DOID:0111387	familial isolated hypoparathyroidism	xref	GARD:2910	Familial hypoparathyroidism	DOID	from_other_source
disease	DOID:0111389	mucopolysaccharidosis Ih/s	xref	GARD:12560	Mucopolysaccharidosis, MPS-I-H/S	DOID	from_other_source
disease	DOID:0111390	mucopolysaccharidosis Ih	xref	GARD:12559	Hurler syndrome	DOID	from_other_source
disease	DOID:0111391	mucopolysaccharidosis IVA	xref	GARD:3785	Mucopolysaccharidosis, MPS-IV-A	DOID	from_other_source
disease	DOID:0111393	mucopolysaccharidosis type IIIC	xref	GARD:7073	Mucopolysaccharidosis, MPS-III-C	DOID	from_other_source
disease	DOID:0111394	mucopolysaccharidosis type IIIB	xref	GARD:7072	Mucopolysaccharidosis, MPS-III-B	DOID	from_other_source
disease	DOID:0111396	congenital dyserythropoietic anemia type I	xref	GARD:2000	Congenital dyserythropoietic anemia, type I	DOID	from_other_source
disease	DOID:0111399	congenital dyserythropoietic anemia type IIIa	xref	GARD:2002	Congenital dyserythropoietic anemia, type III	DOID	from_other_source
disease	DOID:0111401	congenital dyserythropoietic anemia type II	xref	GARD:2001	Congenital dyserythropoietic anemia, type II	DOID	from_other_source
disease	DOID:0111402	mucopolysaccharidosis type IIID	xref	GARD:7074	Mucopolysaccharidosis, MPS-III-D	DOID	from_other_source
disease	DOID:0111404	Jalili syndrome	xref	GARD:1463	Jalili syndrome	DOID	from_other_source
disease	DOID:0111414	trichohepatoenteric syndrome	xref	GARD:5258	Trichohepatoenteric syndrome	DOID	from_other_source
disease	DOID:0111433	optic atrophy 3	xref	GARD:10203	Optic atrophy 3	DOID	from_other_source
disease	DOID:0111446	progressive myoclonus epilepsy 3	xref	GARD:2167	Progressive myoclonic epilepsy type 3	DOID	from_other_source
disease	DOID:0111449	progressive myoclonus epilepsy 6	xref	GARD:3872	Progressive myoclonic epilepsy type 6	DOID	from_other_source
disease	DOID:0111454	SHORT syndrome	xref	GARD:7633	SHORT syndrome	DOID	from_other_source
disease	DOID:0111455	GRACILE syndrome	xref	GARD:1	GRACILE syndrome	DOID	from_other_source
disease	DOID:0111456	Kaufman oculocerebrofacial syndrome	xref	GARD:3084	Oculocerebrofacial syndrome, Kaufman type	DOID	from_other_source
disease	DOID:0111457	STING-associated vasculopathy with onset in infancy	xref	GARD:12357	STING-associated vasculopathy with onset in infancy	DOID	from_other_source
disease	DOID:0111458	galactose epimerase deficiency	xref	GARD:5392	UDPglucose-4-epimerase deficiency	DOID	from_other_source
disease	DOID:0111459	classic galactosemia	xref	GARD:13639	Deficiency of UDPglucose-hexose-1-phosphate uridylyltransferase	DOID	from_other_source
disease	DOID:0111469	combined oxidative phosphorylation deficiency 16	xref	GARD:12892	Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	DOID	from_other_source
disease	DOID:0111493	combined oxidative phosphorylation deficiency 12	xref	GARD:13381	Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	DOID	from_other_source
disease	DOID:0111505	palmoplantar keratoderma-deafness syndrome	xref	GARD:3094	Palmoplantar keratoderma-deafness syndrome	DOID	from_other_source
disease	DOID:0111506	palmoplantar keratoderma-esophageal carcinoma syndrome	xref	GARD:3102	Palmoplantar keratoderma-esophageal carcinoma syndrome	DOID	from_other_source
disease	DOID:0111507	Lenz-Majewski hyperostotic dwarfism	xref	GARD:3223	Lenz-Majewski hyperostosis syndrome	DOID	from_other_source
disease	DOID:0111508	Torrance type platyspondylic dysplasia	xref	GARD:4382	Platyspondylic dysplasia, Torrance type	DOID	from_other_source
disease	DOID:0111509	lymphedema-distichiasis syndrome	xref	GARD:333	Distichiasis-lymphedema syndrome	DOID	from_other_source
disease	DOID:0111510	Marshall syndrome	xref	GARD:6984	Marshall syndrome	DOID	from_other_source
disease	DOID:0111511	melanoma and neural system tumor syndrome	xref	GARD:8468	Melanoma and neural system tumor syndrome	DOID	from_other_source
disease	DOID:0111512	metachondromatosis	xref	GARD:3560	Metachondromatosis	DOID	from_other_source
disease	DOID:0111513	metaphyseal dysplasia-maxillary hypoplasia-brachydactyly syndrome	xref	GARD:3568	Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	DOID	from_other_source
disease	DOID:0111514	metatropic dysplasia	xref	GARD:3571	Metatropic dysplasia	DOID	from_other_source
disease	DOID:0111527	spinal muscular atrophy with progressive myoclonic epilepsy	xref	GARD:3875	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	DOID	from_other_source
disease	DOID:0111528	Naegeli-Franceschetti-Jadassohn syndrome	xref	GARD:3912	Naegeli-Franceschetti-Jadassohn syndrome	DOID	from_other_source
disease	DOID:0111529	familial multiple nevi flammei	xref	GARD:3986	Familial multiple nevi flammei	DOID	from_other_source
disease	DOID:0111530	linear nevus sebaceous syndrome	xref	GARD:10291	Linear nevus sebaceous syndrome	DOID	from_other_source
disease	DOID:0111531	bilateral optic nerve hypoplasia	xref	GARD:8419	Isolated optic nerve hypoplasia	DOID	from_other_source
disease	DOID:0111532	osteoglophonic dysplasia	xref	GARD:4142	Osteoglophonic dysplasia	DOID	from_other_source
disease	DOID:0111533	gnathodiaphyseal dysplasia	xref	GARD:8698	Gnathodiaphyseal dysplasia	DOID	from_other_source
disease	DOID:0111534	multicentric carpotarsal osteolysis syndrome	xref	GARD:3818	Multicentric carpo-tarsal osteolysis with or without nephropathy	DOID	from_other_source
disease	DOID:0111535	progressive osseous heteroplasia	xref	GARD:109	Progressive osseous heteroplasia	DOID	from_other_source
disease	DOID:0111537	paroxysmal extreme pain disorder	xref	GARD:12854	Paroxysmal extreme pain disorder	DOID	from_other_source
disease	DOID:0111538	paramyotonia congenita of Von Eulenburg	xref	GARD:7325	Paramyotonia congenita of Von Eulenburg	DOID	from_other_source
disease	DOID:0111539	parastremmatic dwarfism	xref	GARD:4222	Parastremmatic dwarfism	DOID	from_other_source
disease	DOID:0111540	prolidase deficiency	xref	GARD:7473	Prolidase deficiency	DOID	from_other_source
disease	DOID:0111542	familial expansile osteolysis	xref	GARD:9168	Familial expansile osteolysis	DOID	from_other_source
disease	DOID:0111544	Guttmacher syndrome	xref	GARD:4470	Guttmacher syndrome	DOID	from_other_source
disease	DOID:0111545	familial male-limited precocious puberty	xref	GARD:4475	Gonadotropin-independent familial sexual precocity	DOID	from_other_source
disease	DOID:0111546	Currarino syndrome	xref	GARD:1626	Currarino triad	DOID	from_other_source
disease	DOID:0111548	ring dermoid of cornea	xref	GARD:9696	Ring dermoid of cornea	DOID	from_other_source
disease	DOID:0111550	scalp-ear-nipple syndrome	xref	GARD:159	Scalp-ear-nipple syndrome	DOID	from_other_source
disease	DOID:0111551	neurogenic scapuloperoneal syndrome Kaeser type	xref	GARD:10312	Neurogenic scapuloperoneal syndrome, Kaeser type	DOID	from_other_source
disease	DOID:0111552	scapuloperoneal spinal muscular atrophy	xref	GARD:10314	Scapuloperoneal spinal muscular atrophy	DOID	from_other_source
disease	DOID:0111553	spondyloepiphyseal dysplasia Maroteaux type	xref	GARD:994	Spondyloepimetaphyseal dysplasia, Maroteaux type	DOID	from_other_source
disease	DOID:0111554	spondylometaphyseal dysplasia Kozlowski type	xref	GARD:3047	Spondylometaphyseal dysplasia, Kozlowski type	DOID	from_other_source
disease	DOID:0111556	steatocystoma multiplex	xref	GARD:5003	Steatocystoma multiplex	DOID	from_other_source
disease	DOID:0111561	stiff skin syndrome	xref	GARD:5025	Stiff skin syndrome	DOID	from_other_source
disease	DOID:0111562	overhydrated hereditary stomatocytosis	xref	GARD:4183	Overhydrated hereditary stomatocytosis	DOID	from_other_source
disease	DOID:0111563	Sturge-Weber syndrome	xref	GARD:7706	Sturge-Weber syndrome	DOID	from_other_source
disease	DOID:0111564	hypoplastic or aplastic tibia with polydactyly	xref	GARD:8309	Tibia, hypoplasia or aplasia of, with polydactyly	DOID	from_other_source
disease	DOID:0111565	trichodontoosseous syndrome	xref	GARD:7799	Tricho-dento-osseous syndrome	DOID	from_other_source
disease	DOID:0111567	retinal vasculopathy with cerebral leukodystrophy	xref	GARD:1217	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	DOID	from_other_source
disease	DOID:0111568	congenital vertical talus	xref	GARD:5488	Congenital vertical talus	DOID	from_other_source
disease	DOID:0111569	autosomal dominant vitreoretinochoroidopathy	xref	GARD:5507	Autosomal dominant vitreoretinochoroidopathy	DOID	from_other_source
disease	DOID:0111570	snowflake vitreoretinal degeneration	xref	GARD:9706	Snowflake vitreoretinal degeneration	DOID	from_other_source
disease	DOID:0111571	Weyers acrofacial dysostosis	xref	GARD:497	Curry-Hall syndrome	DOID	from_other_source
disease	DOID:0111572	familial woolly hair syndrome	xref	GARD:5597	Wooly hair	DOID	from_other_source
disease	DOID:0111575	dehydrated hereditary stomatocytosis	xref	GARD:5623	Xerocytosis	DOID	from_other_source
disease	DOID:0111578	Gillespie syndrome	xref	GARD:13	Gillespie syndrome	DOID	from_other_source
disease	DOID:0111580	Behr syndrome	xref	GARD:849	Abortive cerebellar ataxia	DOID	from_other_source
disease	DOID:0111581	C syndrome	xref	GARD:5978	C syndrome	DOID	from_other_source
disease	DOID:0111582	hereditary arterial and articular multiple calcification syndrome	xref	GARD:10762	Hereditary arterial and articular multiple calcification syndrome	DOID	from_other_source
disease	DOID:0111584	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	xref	GARD:3373	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	DOID	from_other_source
disease	DOID:0111585	carnitine-acylcarnitine translocase deficiency	xref	GARD:1123	Carnitine acylcarnitine translocase deficiency	DOID	from_other_source
disease	DOID:0111586	Martsolf syndrome	xref	GARD:3406	Martsolf syndrome 1	DOID	from_other_source
disease	DOID:0111588	Greenberg dysplasia	xref	GARD:8754	Greenberg dysplasia	DOID	from_other_source
disease	DOID:0111589	COACH syndrome	xref	GARD:1410	COACH syndrome	DOID	from_other_source
disease	DOID:0111590	Cohen syndrome	xref	GARD:6126	Cohen syndrome	DOID	from_other_source
disease	DOID:0111591	congenital heart defects, hamartomas of tongue, and polysyndactyly	xref	GARD:4166	Heart defect - tongue hamartoma - polysyndactyly syndrome	DOID	from_other_source
disease	DOID:0111592	plasminogen deficiency type I	xref	GARD:4380	Plasminogen deficiency, type I	DOID	from_other_source
disease	DOID:0111596	distal arthrogryposis type 1	xref	GARD:787	Digitotalar dysmorphism	DOID	from_other_source
disease	DOID:0111603	distal arthrogryposis type 7	xref	GARD:2621	Hecht syndrome	DOID	from_other_source
disease	DOID:0111607	distal arthrogryposis type 3	xref	GARD:2553	Gordon syndrome	DOID	from_other_source
disease	DOID:0111608	distal arthrogryposis type 5	xref	GARD:4047	Arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	DOID	from_other_source
disease	DOID:0111609	distal arthrogryposis type 6	xref	GARD:784	Arthrogryposis-like hand anomaly-sensorineural deafness syndrome	DOID	from_other_source
disease	DOID:0111611	autosomal recessive spinocerebellar ataxia 4	xref	GARD:4952	Autosomal recessive cerebellar ataxia-saccadic intrusion syndrome	DOID	from_other_source
disease	DOID:0111617	autosomal recessive spinocerebellar ataxia 6	xref	GARD:4954	Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	DOID	from_other_source
disease	DOID:0111618	autosomal recessive spinocerebellar ataxia 8	xref	GARD:12234	Autosomal recessive ataxia, Beauce type	DOID	from_other_source
disease	DOID:0111620	corneal dystrophy-perceptive deafness syndrome	xref	GARD:1529	Corneal dystrophy-perceptive deafness syndrome	DOID	from_other_source
disease	DOID:0111621	Temtamy syndrome	xref	GARD:5688	Temtamy syndrome	DOID	from_other_source
disease	DOID:0111622	ACTH-independent macronodular adrenal hyperplasia	xref	GARD:10824	Cushing syndrome due to macronodular adrenal hyperplasia	DOID	from_other_source
disease	DOID:0111626	D-glyceric aciduria	xref	GARD:234	D-Glyceric aciduria	DOID	from_other_source
disease	DOID:0111627	DOORS syndrome	xref	GARD:1685	DOORS syndrome	DOID	from_other_source
disease	DOID:0111628	high myopia-sensorineural deafness syndrome	xref	GARD:12844	High myopia-sensorineural deafness syndrome	DOID	from_other_source
disease	DOID:0111629	dihydropyrimidinase deficiency	xref	GARD:12347	Dihydropyrimidinase deficiency	DOID	from_other_source
disease	DOID:0111649	ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome	xref	GARD:2078	EEM syndrome	DOID	from_other_source
disease	DOID:0111668	Kohlschutter-Tonz syndrome	xref	GARD:3128	Amelocerebrohypohidrotic syndrome	DOID	from_other_source
disease	DOID:0111670	primary hyperoxaluria type 1	xref	GARD:2835	Primary hyperoxaluria, type I	DOID	from_other_source
disease	DOID:0111671	primary hyperoxaluria type 2	xref	GARD:2836	Primary hyperoxaluria, type II	DOID	from_other_source
disease	DOID:0111672	primary hyperoxaluria type 3	xref	GARD:10738	Primary hyperoxaluria type 3	DOID	from_other_source
disease	DOID:0111676	high molecular weight kininogen deficiency	xref	GARD:2684	High molecular weight kininogen deficiency	DOID	from_other_source
disease	DOID:0111678	hereditary folate malabsorption	xref	GARD:12983	Congenital defect of folate absorption	DOID	from_other_source
disease	DOID:0111679	glutamate formiminotransferase deficiency	xref	GARD:9279	Glutamate formiminotransferase deficiency	DOID	from_other_source
disease	DOID:0111683	neurofibromatosis-Noonan syndrome	xref	GARD:372	Neurofibromatosis-Noonan syndrome	DOID	from_other_source
disease	DOID:0111687	Potocki-Shaffer syndrome	xref	GARD:9762	Potocki-Shaffer syndrome	DOID	from_other_source
disease	DOID:0111699	Van den Ende-Gupta syndrome	xref	GARD:3382	Van den Ende-Gupta syndrome	DOID	from_other_source
disease	DOID:0111700	ankyrin-B-related cardiac arrhythmia	xref	GARD:13294	Cardiac arrhythmia, ankyrin-B-related	DOID	from_other_source
disease	DOID:0111702	loose anagen hair syndrome	xref	GARD:3287	Loose anagen hair syndrome	DOID	from_other_source
disease	DOID:0111703	familial hypertryptophanemia	xref	GARD:2871	Familial hypertryptophanemia	DOID	from_other_source
disease	DOID:0111705	oculoectodermal syndrome	xref	GARD:10366	Toriello-Lacassie-Droste syndrome	DOID	from_other_source
disease	DOID:0111707	Bothnian type palmoplantar keratoderma	xref	GARD:1862	Palmoplantar keratoderma, Bothnian type	DOID	from_other_source
disease	DOID:0111715	Schaaf-Yang syndrome	xref	GARD:13316	Schaaf-Yang syndrome	DOID	from_other_source
disease	DOID:0111723	Jacobsen Syndrome	xref	GARD:307	11q partial monosomy syndrome	DOID	from_other_source
disease	DOID:0111724	geleophysic dysplasia	xref	GARD:2449	Geleophysic dysplasia	DOID	from_other_source
disease	DOID:0111728	familial episodic pain syndrome	xref	GARD:12684	Familial episodic pain syndrome	DOID	from_other_source
disease	DOID:0111747	cerebellar ataxia type 9	xref	GARD:10481	Spinocerebellar ataxia 9	DOID	from_other_source
disease	DOID:0111760	46,XX sex reversal	xref	GARD:399	46,XX testicular disorder of sex development	DOID	from_other_source
disease	DOID:0111777	46,XY sex reversal 2	xref	GARD:9159	46,XY sex reversal 2	DOID	from_other_source
disease	DOID:0111779	X-linked panhypopituitarism	xref	GARD:6737	Panhypopituitarism, X-linked	DOID	from_other_source
disease	DOID:0111780	TARP syndrome	xref	GARD:10089	TARP syndrome	DOID	from_other_source
disease	DOID:0111783	otopalatodigital syndrome type 1	xref	GARD:5121	Oto-palato-digital syndrome, type I	DOID	from_other_source
disease	DOID:0111784	otopalatodigital syndrome type 2	xref	GARD:5802	Oto-palato-digital syndrome, type II	DOID	from_other_source
disease	DOID:0111785	frontometaphyseal dysplasia	xref	GARD:826	Frontometaphyseal dysplasia	DOID	from_other_source
disease	DOID:0111788	Melnick-Needles syndrome	xref	GARD:7011	Melnick-Needles syndrome	DOID	from_other_source
disease	DOID:0111789	Frank-Ter Haar syndrome	xref	GARD:5138	Frank-Ter Haar syndrome	DOID	from_other_source
disease	DOID:0111799	syndromic microphthalmia 1	xref	GARD:87	Lenz microphthalmia syndrome	DOID	from_other_source
disease	DOID:0111800	syndromic microphthalmia 12	xref	GARD:13235	Microphthalmia, syndromic 12	DOID	from_other_source
disease	DOID:0111801	syndromic microphthalmia 3	xref	GARD:1443	Anophthalmia/microphthalmia-esophageal atresia syndrome	DOID	from_other_source
disease	DOID:0111803	syndromic microphthalmia 8	xref	GARD:3693	MMEP syndrome	DOID	from_other_source
disease	DOID:0111805	syndromic microphthalmia 6	xref	GARD:3645	Microphthalmia with brain and digit anomalies	DOID	from_other_source
disease	DOID:0111806	syndromic microphthalmia 5	xref	GARD:3692	Syndromic microphthalmia type 5	DOID	from_other_source
disease	DOID:0111809	syndromic microphthalmia 2	xref	GARD:4628	Oculofaciocardiodental syndrome	DOID	from_other_source
disease	DOID:0111812	syndromic microphthalmia 10	xref	GARD:9292	Microphthalmia-brain atrophy syndrome	DOID	from_other_source
disease	DOID:0111813	syndactyly type 8	xref	GARD:3559	Syndactyly type 8	DOID	from_other_source
disease	DOID:0111816	syndactyly type 1	xref	GARD:5081	Syndactyly type 1	DOID	from_other_source
disease	DOID:0111817	syndactyly type 3	xref	GARD:5088	Syndactyly type 3	DOID	from_other_source
disease	DOID:0111818	syndactyly type 4	xref	GARD:4434	Syndactyly type 4	DOID	from_other_source
disease	DOID:0111819	syndactyly type 5	xref	GARD:5089	Syndactyly type 5	DOID	from_other_source
disease	DOID:0111821	ichthyosis follicularis-alopecia-photophobia syndrome 1	xref	GARD:2952	IFAP syndrome	DOID	from_other_source
disease	DOID:0111822	CHILD syndrome	xref	GARD:6039	Child syndrome	DOID	from_other_source
disease	DOID:0111826	Abruzzo-Erickson syndrome	xref	GARD:360	Abruzzo-Erickson syndrome	DOID	from_other_source
disease	DOID:0111827	X-linked spinal muscular atrophy 2	xref	GARD:8521	Infantile-onset X-linked spinal muscular atrophy	DOID	from_other_source
disease	DOID:0111830	X-linked spinocerebellar ataxia 2	xref	GARD:9978	Spinocerebellar ataxia, X-linked 2	DOID	from_other_source
disease	DOID:0111831	X-linked spinocerebellar ataxia 3	xref	GARD:9981	X-linked spinocerebellar ataxia type 3	DOID	from_other_source
disease	DOID:0111832	X-linked spinocerebellar ataxia 4	xref	GARD:9980	X-linked spinocerebellar ataxia type 4	DOID	from_other_source
disease	DOID:0111842	Keipert syndrome	xref	GARD:267	Keipert syndrome	DOID	from_other_source
disease	DOID:0111907	thrombophilia due to thrombin defect	xref	GARD:10815	Thrombophilia due to thrombin defect	DOID	from_other_source
disease	DOID:0111931	syndactyly-telecanthus-anogenital and renal malformations syndrome	xref	GARD:10295	Syndactyly-telecanthus-anogenital and renal malformations syndrome	DOID	from_other_source
disease	DOID:0111933	phosphoglycerate kinase 1 deficiency	xref	GARD:7389	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	DOID	from_other_source
